id;budget;genres;imdb_id;original_language;original_title;overview;popularity;production_companies;production_countries;release_date;revenue;runtime;spoken_languages;status;tagline;title;vote_average;vote_count;production_companies_number;production_countries_number;spoken_languages_number
2023;100000000;Western|Adventure;tt0317648;en;Hidalgo;Set in 1890, this is the story of a Pony Express courier who travels to Arabia to compete with his horse, Hidalgo, in a dangerous race for a massive contest prize, in an adventure that sends the pair around the world...;1.635638;Casey Silver Productions;United States of America;05/03/2004;108103450;136;English;Released;Unbridled. Unbroken. Unbeaten.;Hidalgo;6.5;303;3;2;1
2024;110000000;Drama|History|War|Action;tt0187393;en;The Patriot;After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.;3.403287;Centropolis Entertainment;Germany;28/06/2000;215294342;165;English;Released;Some things are worth fighting for.;The Patriot;6.8;1028;4;2;1
2025;0;Comedy|Drama;tt0095943;fr;Quelques jours avec moi;Martial (Daniel Auteuil) is discharged from a mental insitution where he spent a few years due to a serious nervous breakdown. During his hospitalization, he ceases to speak with everyone, including his wife Régine (Thérèse Liotard), whom he had encouraged to find a new partner soon after entering the clinic. Upon his return he finds his mother (Danielle Darrieux), a busy business woman who owns a supermarket chain. She's convinced that his son, whom by now hardly talks to anyone after his experience, will be able to find himself again if tasked with some responbibilities. Soon enough, he's sent to Limoges on a business trip to check on one of their stores in the hope to reinvigorate its failing business. Once he arrives, Martial is faced with responsibilities he had never imagined, including dealing with the store's personnel.;0.176744;Cinéa;France;14/08/1988;0;129;Français;Released;;A Few Days with Me;5.9;5;3;1;1
2026;52000000;Mystery|Drama|Thriller|Crime;tt0340163;en;Hostage;When a mafia accountant is taken hostage on his beat, a police officer – wracked by guilt from a prior stint as a negotiator – must negotiate the standoff, even as his own family is held captive by the mob.;2.134637;Miramax Films;Germany;09/03/2005;77944725;113;English;Released;Every Second Counts;Hostage;6.1;469;7;2;1
2028;0;Comedy|Drama|Romance;tt0098258;en;Say Anything...;A budding romance between noble underachiever Lloyd Dobler and high school valedictorian Diane Court is threatened when Diane's overly possessive, disapproving father interferes with their relationship. With a prized scholarship to study abroad hanging in the balance, Diane must find a way to make both men happy.;0.989628;Gracie Films;United States of America;14/04/1989;20036737;100;English;Released;To know Lloyd Dobler is to love him. Diane Court is about to know Lloyd Dobler.;Say Anything...;7.2;220;2;1;1
2029;0;Comedy;tt0274155;en;Tanguy;No overview found.;1.206505;Les Productions du Champ Poirier;France;21/11/2001;0;108;Français;Released;;Tanguy;5.7;58;3;1;1
2030;0;Drama|Comedy|Foreign;tt0050179;de;Bekenntnisse des Hochstaplers Felix Krull;Thomas Mann's witty and intimate story of a irresistible scoundrel.;0.015987;none;Germany;24/04/1957;0;108;Deutsch;Released;;Confessions of Felix Krull;8.0;1;0;1;1
2031;0;Drama;tt0051382;de;Auferstehung;No overview found.;0.003521;none;Germany;20/10/1958;0;105;Deutsch;Released;;Auferstehung;0.0;0;0;3;1
2032;0;Comedy|Drama|War;tt0416111;en;Peregon;A group of American pilots from Alaska ferry Airacobra fighter planes across the ocean on Lend-lease. The orderly course of life is disrupted when it becomes clear that the American pilots are attractive and charming young women. The feelings of the Russian young men collide into barriers of culture and language resulting in a host of awkward, funny, and sometimes tragic situations.It is the story of Russians, Americans, and natives of the Far North. It is the story of man and woman in war. Love and death are squeezed between the hills as human fates are destroyed and born.;0.137043;Kinokompaniya CTB;Russia;04/06/2006;0;140;English;Released;;Transit;3.5;2;1;1;2
2033;0;Drama|Romance;tt0116635;en;Infinity;Story of the early life of genius and Nobel Prize-winning physicist Richard Feynman.;0.37252;Neo Productions;United States of America;04/10/1996;0;119;English;Released;;Infinity;0.0;0;2;1;1
2034;45000000;Action|Crime|Drama|Thriller;tt0139654;en;Training Day;On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.;3.820258;Village Roadshow Pictures;Australia;05/10/2001;104876233;122;English;Released;The only thing more dangerous than the line being crossed, is the cop who will cross it.;Training Day;7.3;1551;5;2;4
2035;0;TV Movie|Thriller;tt0103108;en;Touch and Die;Martin Sheen stars as an American newsman in Rome who begins to investigate the appearance of several corpses found throughout Europe with their hands cut off. He soon uncovers not only plots of plutonium theft, but also of nuclear arms deals and dark political schemes.;0.33097;ITC Productions;United Kingdom;01/01/1991;0;180;English;Released;;Touch and Die;0.0;0;4;5;2
2036;12;Action|Thriller;tt0078812;en;Avalanche Express;"CIA agent Harry Wargrave is sent to aid Gen. Marenkov, a senior Russian official, who is defecting to the west. Wargrave decides they should travel to safety on a train across Europe, the ""Atlantic Express"". During the journey they must survive attacks by terrorists and an avalanche, all planned by Russian spy-catcher Nikolai Bunin.";1.333936;Lorimar Productions;United States of America;29/09/1979;0;85;English;Released;The Fast Track For All-Star Adventure.;Avalanche Express;4.6;13;1;1;2
2037;0;Drama|Foreign;tt0083572;en;Aphrodite;"Harry is a young millionaire on holiday; he takes his yacht to a Greek island, and stays in the mansion of his friend...";0.292995;Almira Films;France;01/01/1982;0;95;Français;Released;;Aphrodite;0.0;0;3;1;1
2038;0;Action|Thriller;tt0103617;en;Iron Eagle III;Chappy discovers a drug-smuggling scheme at his own air base. It turns out that the lives of some village people in Peru are at stake, and he decides to fly there with ancient airplanes and friends to free them.;0.292562;Seven Arts Pictures;United Kingdom;09/01/1992;0;98;English;Released;;Iron Eagle III;3.6;12;2;2;1
2039;0;Comedy|Drama|Romance;tt0093565;en;Moonstruck;Cher is devastatingly funny, sinuous and beautiful as Loretta, an unlucky-in-love Italian widow who finds romance through the intervention of the Manhattan moon. With her wedding to a close friend just weeks away, she meets - and falls hopelessly in love with - his younger brother (Cage)!;2.513161;Metro-Goldwyn-Mayer (MGM);United States of America;18/12/1987;80640528;102;English;Released;;Moonstruck;6.7;151;1;1;1
2042;10000000;History|Drama|War;tt0120070;en;Savior;A hardened mercenary in the Foreign Legion begins to find his own humanity when confronted with atrocities during the fighting in Bosnia;0.409516;Initial Entertainment Group (IEG);United States of America;20/11/1998;0;99;English;Released;He's fighting a war he doesn't believe in, hoping to find something he does.;Savior;6.9;27;1;1;3
2043;60000000;Crime|Mystery|Thriller|Action;tt0164334;en;Along Came a Spider;When a teacher kidnaps a girl from a prestigious school, homicide detective, Alex Cross takes the case and teams up with young security agent, Jezzie Flannigan in hope of finding the girl and stopping the brutal psychopath. Every second counts as Alex and Jezzie attempt to track down the kidnapper before the spider claims another victim for its web.;2.268877;Paramount Pictures;Canada;06/04/2001;105178561;104;English;Released;The game is far from over.;Along Came a Spider;6.1;362;6;3;2
2044;40000000;Romance|Drama|Mystery;tt0410297;en;The Lake House;A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.;2.347549;Village Roadshow Pictures;United States of America;16/06/2006;114830111;99;English;Released;How do you hold on to someone you've never met?;The Lake House;6.5;614;4;1;1
2045;18000000;Drama|Mystery|Science Fiction|Thriller;tt0118040;en;Unforgettable;Ray Liotta stars as a medical examiner who has been acquitted for his wife's murder but many still question his innocence. Obsessed with finding his wife's killer, a possible solution presents itself in an experimental serum designed by a neurobiology Linda Fiorentino which has the ability to transfer memories from one person to another, but not without consequences. Liotta driven to solve the case injects himself with the serum, bringing him closer and closer to finding her killer but bringing him closer to death.;0.830054;Metro-Goldwyn-Mayer (MGM);United States of America;23/02/1996;0;106;English;Released;He loved her. He lost her. He won't let her memory die... until it tells him who killed her.;Unforgettable;5.3;21;3;1;1
2046;10000000;Horror|Drama|Thriller|Mystery;tt0219699;en;The Gift;When a local woman disappears and the police can't seem to find any leads, her father turns to a poor young woman with psychic powers. Slowly she starts having visions of the woman chained and in a pond. Her visions lead to the body and the arrest of an abusive husband, but did he really do it?;1.214674;Lakeshore Entertainment;United States of America;22/12/2000;12008642;111;English;Released;The only witness to the crime was not even there.;The Gift;6.4;254;2;1;1
2047;0;Action|Crime|Drama|Thriller;tt0107927;en;The Real McCoy;Karen McCoy is released from prison with nothing but the clothes on her back. Before being incarcerated Karen was the bank robber of her time, but now she wishes for nothing more than to settle down and start a new life. Unfortunately between a dirty parole officer, old business partners, and an idiot ex-husband she will have to do the unthinkable in order to save her son.;1.579887;Universal Pictures;United States of America;10/09/1993;0;100;English;Released;;The Real McCoy;5.8;38;1;1;1
2048;120000000;Action|Science Fiction;tt0343818;en;I, Robot;In 2035, where robots are common-place and abide by the three laws of robotics, a techno-phobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger.;5.765279;Twentieth Century Fox Film Corporation;United States of America;15/07/2004;347234916;115;English;Released;Laws are made to be broken.;I, Robot;6.7;3455;6;2;1
2049;0;Documentary|Foreign;tt0943512;en;How to Cook Your Life;A Zen priest in San Francisco and cookbook author use Zen Buddhism and cooking to relate to everyday life.;0.001034;MFA Filmdistribution;United States of America;10/05/2007;0;93;English;Released;;How to Cook Your Life;5.0;1;3;1;1
2054;0;Drama|Family;tt0113862;en;Mr. Holland's Opus;In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.;0.760172;Hollywood Pictures;United States of America;29/12/1995;106269971;137;English;Released;Of All the Lives He Changed, the One That Changed the Most Was His Own.;Mr. Holland's Opus;6.9;105;4;1;1
